filename,RA,Dec
202.907 -31.674_[0.01200843 0.01200843] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9070000000,-31.6740000000
202.913 -31.369_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9130000000,-31.3690000000
202.916 -31.731_[0.01226165 0.01226165] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9160000000,-31.7310000000
202.919 -32.140_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9190000000,-32.1400000000
202.922 -31.445_[0.00927553 0.00927553] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9220000000,-31.4450000000
202.929 -32.111_[0.03077977 0.03077977] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9290000000,-32.1110000000
202.930 -30.924_[0.01552369 0.01552369] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9300000000,-30.9240000000
202.942 -31.937_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9420000000,-31.9370000000
202.953 -31.276_[0.02627095 0.02627095] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9530000000,-31.2760000000
202.955 -31.691_[0.01192973 0.01192973] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9550000000,-31.6910000000
202.955 -31.817_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9550000000,-31.8170000000
202.962 -31.812_[0.0102471 0.0102471] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9620000000,-31.8120000000
202.977 -31.281_[0.01217503 0.01217503] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9770000000,-31.2810000000
202.997 -32.064_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9970000000,-32.0640000000
202.999 -31.823_[0.00969767 0.00969767] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,202.9990000000,-31.8230000000
203.016 -32.242_[0.01094854 0.01094854] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0160000000,-32.2420000000
203.018 -31.778_[0.0821757 0.0821757] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0180000000,-31.7780000000
203.020 -31.693_[0.0114024 0.0114024] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0200000000,-31.6930000000
203.023 -31.875_[0.01295623 0.01295623] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0230000000,-31.8750000000
203.029 -31.678_[0.01266631 0.01266631] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0290000000,-31.6780000000
203.031 -30.730_[0.01813145 0.01813145] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0310000000,-30.7300000000
203.057 -32.482_[0.07307526 0.07307526] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0570000000,-32.4820000000
203.070 -32.550_[0.0214904 0.0214904] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.0700000000,-32.5500000000
203.123 -30.990_[0.01450334 0.01450334] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1230000000,-30.9900000000
203.125 -31.267_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1250000000,-31.2670000000
203.126 -31.849_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1260000000,-31.8490000000
203.127 -30.893_[0.01443591 0.01443591] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1270000000,-30.8930000000
203.151 -32.334_[0.01048809 0.01048809] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1510000000,-32.3340000000
203.170 -32.033_[0.03210362 0.03210362] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1700000000,-32.0330000000
203.179 -31.920_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1790000000,-31.9200000000
203.184 -31.776_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1840000000,-31.7760000000
203.188 -31.975_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1880000000,-31.9750000000
203.190 -31.109_[0.01577181 0.01577181] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1900000000,-31.1090000000
203.194 -31.617_[0.0099125 0.0099125] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.1940000000,-31.6170000000
203.236 -31.769_[0.01120392 0.01120392] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2360000000,-31.7690000000
203.238 -31.350_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2380000000,-31.3500000000
203.238 -31.400_[0.01005651 0.01005651] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2380000000,-31.4000000000
203.254 -31.225_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2540000000,-31.2250000000
203.256 -31.738_[0.00988622 0.00988622] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2560000000,-31.7380000000
203.261 -31.599_[0.01129184 0.01129184] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2610000000,-31.5990000000
203.272 -31.399_[0.00992365 0.00992365] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2720000000,-31.3990000000
203.283 -32.105_[0.0096802 0.0096802] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2830000000,-32.1050000000
203.295 -32.216_[0.0237297 0.0237297] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2950000000,-32.2160000000
203.297 -31.780_[0.01154861 0.01154861] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2970000000,-31.7800000000
203.299 -32.477_[0.02451273 0.02451273] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.2990000000,-32.4770000000
203.309 -32.203_[0.02486669 0.02486669] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3090000000,-32.2030000000
203.321 -31.195_[0.01149074 0.01149074] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3210000000,-31.1950000000
203.345 -31.578_[0.01442232 0.01442232] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3450000000,-31.5780000000
203.365 -31.038_[0.00951007 0.00951007] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3650000000,-31.0380000000
203.368 -31.092_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3680000000,-31.0920000000
203.384 -31.689_[0.03663221 0.03663221] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3840000000,-31.6890000000
203.393 -31.643_[0.01620129 0.01620129] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.3930000000,-31.6430000000
203.409 -31.591_[0.01509899 0.01509899] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.4090000000,-31.5910000000
203.420 -31.333_[0.00988451 0.00988451] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.4200000000,-31.3330000000
203.455 -30.849_[0.0090024 0.0090024] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.4550000000,-30.8490000000
203.496 -30.938_[0.01327469 0.01327469] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.4960000000,-30.9380000000
203.516 -31.328_[0.0099517 0.0099517] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.5160000000,-31.3280000000
203.528 -32.087_[0.01803619 0.01803619] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.5280000000,-32.0870000000
203.535 -31.478_[0.01327505 0.01327505] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.5350000000,-31.4780000000
203.538 -31.308_[0.02698794 0.02698794] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.5380000000,-31.3080000000
203.575 -31.819_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.5750000000,-31.8190000000
203.593 -31.321_[0.02093335 0.02093335] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.5930000000,-31.3210000000
203.667 -31.418_[0.01334468 0.01334468] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.6670000000,-31.4180000000
203.668 -31.547_[0.01187789 0.01187789] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.6680000000,-31.5470000000
203.763 -31.655_[0.009 0.009] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.7630000000,-31.6550000000
203.782 -31.302_[0.010769 0.010769] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.7820000000,-31.3020000000
203.924 -31.897_[0.03866789 0.03866789] deg_(Abell_3562.APSC.1pln-forPyBDSF.FITS).fits.png,203.9240000000,-31.8970000000
21.005 -1.619_[0.01090918 0.01090918] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.0050000000,-1.6190000000
21.013 -2.284_[0.01175102 0.01175102] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.0130000000,-2.2840000000
21.020 -55.219_[0.01199862 0.01199862] deg_(J0117.8-5455.Fix.1pln-forPyBDSF.FITS).fits.png,21.0200000000,-55.2190000000
21.026 -2.231_[0.01008795 0.01008795] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.0260000000,-2.2310000000
21.082 -1.324_[0.01605624 0.01605624] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.0820000000,-1.3240000000
21.087 -1.449_[0.02166849 0.02166849] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.0870000000,-1.4490000000
21.092 -54.951_[0.01914354 0.01914354] deg_(J0117.8-5455.Fix.1pln-forPyBDSF.FITS).fits.png,21.0920000000,-54.9510000000
21.202 -55.371_[0.00942483 0.00942483] deg_(J0117.8-5455.Fix.1pln-forPyBDSF.FITS).fits.png,21.2020000000,-55.3710000000
21.227 -0.841_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.2270000000,-0.8410000000
21.292 -1.308_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.2920000000,-1.3080000000
21.308 -1.226_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.3080000000,-1.2260000000
21.322 -0.309_[0.0105833 0.0105833] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.3220000000,-0.3090000000
21.369 -1.238_[0.01236249 0.01236249] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.3690000000,-1.2380000000
21.393 -1.082_[0.01042932 0.01042932] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.3930000000,-1.0820000000
21.438 -1.737_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.4380000000,-1.7370000000
21.526 -0.930_[0.02149793 0.02149793] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.5260000000,-0.9300000000
21.532 -0.519_[0.01004889 0.01004889] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.5320000000,-0.5190000000
21.551 -1.872_[0.01092287 0.01092287] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.5510000000,-1.8720000000
21.682 -1.307_[0.01473237 0.01473237] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.6820000000,-1.3070000000
21.700 -1.269_[0.01371794 0.01371794] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.7000000000,-1.2690000000
21.721 -1.015_[0.00994445 0.00994445] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.7210000000,-1.0150000000
21.898 -0.968_[0.02502278 0.02502278] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.8980000000,-0.9680000000
21.943 -1.580_[0.00939384 0.00939384] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.9430000000,-1.5800000000
21.956 -1.007_[0.009 0.009] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,21.9560000000,-1.0070000000
211.253 -43.028_[0.01822848 0.01822848] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.2530000000,-43.0280000000
211.331 -42.970_[0.01880143 0.01880143] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.3310000000,-42.9700000000
211.341 -42.790_[0.00960369 0.00960369] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.3410000000,-42.7900000000
211.374 -42.971_[0.01848943 0.01848943] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.3740000000,-42.9710000000
211.382 -42.889_[0.01211997 0.01211997] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.3820000000,-42.8890000000
211.419 -43.274_[0.01007102 0.01007102] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.4190000000,-43.2740000000
211.469 -42.788_[0.01748758 0.01748758] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.4690000000,-42.7880000000
211.505 -42.256_[0.00950778 0.00950778] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.5050000000,-42.2560000000
211.547 -42.713_[0.0487722 0.0487722] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.5470000000,-42.7130000000
211.555 -42.490_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.5550000000,-42.4900000000
211.581 -43.059_[0.0164029 0.0164029] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.5810000000,-43.0590000000
211.586 -42.803_[0.01012321 0.01012321] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.5860000000,-42.8030000000
211.594 -41.966_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.5940000000,-41.9660000000
211.707 -43.171_[0.01014149 0.01014149] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.7070000000,-43.1710000000
211.771 -43.404_[0.01058451 0.01058451] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.7710000000,-43.4040000000
211.829 -42.837_[0.01140796 0.01140796] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.8290000000,-42.8370000000
211.845 -43.162_[0.01877619 0.01877619] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.8450000000,-43.1620000000
211.849 -43.176_[0.01277466 0.01277466] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.8490000000,-43.1760000000
211.859 -42.215_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.8590000000,-42.2150000000
211.864 -43.014_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.8640000000,-43.0140000000
211.888 -42.230_[0.0161539 0.0161539] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.8880000000,-42.2300000000
211.915 -42.882_[0.01004497 0.01004497] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9150000000,-42.8820000000
211.928 -43.033_[0.0485712 0.0485712] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9280000000,-43.0330000000
211.931 -42.178_[0.01778233 0.01778233] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9310000000,-42.1780000000
211.956 -43.626_[0.01291396 0.01291396] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9560000000,-43.6260000000
211.958 -43.052_[0.00905447 0.00905447] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9580000000,-43.0520000000
211.963 -43.370_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9630000000,-43.3700000000
211.986 -43.000_[0.010435 0.010435] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,211.9860000000,-43.0000000000
212.003 -43.305_[0.02399431 0.02399431] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0030000000,-43.3050000000
212.015 -43.016_[0.01112356 0.01112356] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0150000000,-43.0160000000
212.018 -43.655_[0.01077246 0.01077246] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0180000000,-43.6550000000
212.041 -41.944_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0410000000,-41.9440000000
212.043 -42.969_[0.02477644 0.02477644] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0430000000,-42.9690000000
212.078 -43.002_[0.01893832 0.01893832] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.0780000000,-43.0020000000
212.141 -42.389_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.1410000000,-42.3890000000
212.167 -42.571_[0.01096344 0.01096344] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.1670000000,-42.5710000000
212.178 -42.027_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.1780000000,-42.0270000000
212.181 -42.411_[0.01341889 0.01341889] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.1810000000,-42.4110000000
212.199 -42.795_[0.01001552 0.01001552] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.1990000000,-42.7950000000
212.215 -43.143_[0.05678662 0.05678662] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2150000000,-43.1430000000
212.227 -41.998_[0.00997432 0.00997432] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2270000000,-41.9980000000
212.229 -43.109_[0.00914829 0.00914829] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2290000000,-43.1090000000
212.241 -42.868_[0.01169943 0.01169943] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2410000000,-42.8680000000
212.245 -42.392_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2450000000,-42.3920000000
212.249 -43.433_[0.00987133 0.00987133] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2490000000,-43.4330000000
212.263 -41.983_[0.03877972 0.03877972] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2630000000,-41.9830000000
212.264 -43.674_[0.0136237 0.0136237] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2640000000,-43.6740000000
212.266 -42.122_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2660000000,-42.1220000000
212.284 -42.822_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.2840000000,-42.8220000000
212.356 -42.604_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.3560000000,-42.6040000000
212.363 -42.739_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.3630000000,-42.7390000000
212.374 -43.382_[0.01377554 0.01377554] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.3740000000,-43.3820000000
212.397 -42.790_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.3970000000,-42.7900000000
212.413 -42.714_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4130000000,-42.7140000000
212.422 -42.753_[0.01269134 0.01269134] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4220000000,-42.7530000000
212.444 -43.060_[0.03013754 0.03013754] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4440000000,-43.0600000000
212.454 -43.626_[0.00913977 0.00913977] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4540000000,-43.6260000000
212.462 -42.728_[0.00928574 0.00928574] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4620000000,-42.7280000000
212.494 -42.521_[0.00909519 0.00909519] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4940000000,-42.5210000000
212.498 -42.595_[0.00948662 0.00948662] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.4980000000,-42.5950000000
212.507 -42.527_[0.00976614 0.00976614] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5070000000,-42.5270000000
212.511 -42.514_[0.01339997 0.01339997] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5110000000,-42.5140000000
212.524 -42.646_[0.01058416 0.01058416] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5240000000,-42.6460000000
212.551 -43.031_[0.01074172 0.01074172] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5510000000,-43.0310000000
212.556 -41.910_[0.01915603 0.01915603] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5560000000,-41.9100000000
212.557 -43.677_[0.01343076 0.01343076] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5570000000,-43.6770000000
212.574 -42.809_[0.1225463 0.1225463] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5740000000,-42.8090000000
212.583 -42.415_[0.00966363 0.00966363] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.5830000000,-42.4150000000
212.600 -43.319_[0.04825401 0.04825401] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6000000000,-43.3190000000
212.610 -43.177_[0.01795636 0.01795636] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6100000000,-43.1770000000
212.611 -42.628_[0.00937241 0.00937241] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6110000000,-42.6280000000
212.614 -42.886_[0.01171445 0.01171445] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6140000000,-42.8860000000
212.621 -42.782_[0.02471078 0.02471078] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6210000000,-42.7820000000
212.638 -42.826_[0.01326014 0.01326014] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6380000000,-42.8260000000
212.660 -42.293_[0.04335881 0.04335881] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6600000000,-42.2930000000
212.663 -43.001_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6630000000,-43.0010000000
212.667 -42.623_[0.01655813 0.01655813] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6670000000,-42.6230000000
212.687 -42.476_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6870000000,-42.4760000000
212.697 -42.755_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.6970000000,-42.7550000000
212.726 -43.310_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7260000000,-43.3100000000
212.759 -42.727_[0.0090424 0.0090424] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7590000000,-42.7270000000
212.771 -42.448_[0.01257634 0.01257634] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7710000000,-42.4480000000
212.773 -42.684_[0.04236573 0.04236573] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7730000000,-42.6840000000
212.780 -42.699_[0.03667088 0.03667088] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7800000000,-42.6990000000
212.791 -42.771_[0.01964206 0.01964206] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.7910000000,-42.7710000000
212.879 -42.370_[0.02563974 0.02563974] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.8790000000,-42.3700000000
212.883 -42.589_[0.01946423 0.01946423] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.8830000000,-42.5890000000
212.888 -42.666_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.8880000000,-42.6660000000
212.892 -42.634_[0.01429952 0.01429952] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.8920000000,-42.6340000000
212.896 -43.099_[0.03913645 0.03913645] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.8960000000,-43.0990000000
212.939 -43.024_[0.01529779 0.01529779] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9390000000,-43.0240000000
212.953 -42.188_[0.02112066 0.02112066] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9530000000,-42.1880000000
212.978 -42.852_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9780000000,-42.8520000000
212.980 -42.009_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9800000000,-42.0090000000
212.982 -41.954_[0.01186588 0.01186588] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9820000000,-41.9540000000
212.986 -42.670_[0.01428264 0.01428264] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9860000000,-42.6700000000
212.997 -43.535_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9970000000,-43.5350000000
