filename,RA,Dec,label1,label2,label3,distance,source_type
212.864 -42.495_[0.02616924 0.02616924] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.8642042000,-42.4951803400,Bent,,,0.0002349321,typical
212.974 -42.880_[0.02004442 0.02004442] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9743578000,-42.8796827300,FR II,,,0.0004115871,typical
212.988 -42.903_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,212.9877065000,-42.9032319400,Point Source,,,0.0003162549,typical
213.168 -42.484_[0.01642317 0.01642317] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,213.1676368000,-42.4843892000,FR I,,,0.0004724602,typical
213.245 -43.478_[0.01627002 0.01627002] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,213.2451012000,-43.4780804300,FR II,,,0.0001089089,typical
213.257 -42.460_[0.01258203 0.01258203] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,213.2568602000,-42.4599151900,FR I,,,0.0001335276,typical
213.555 -43.087_[0.009 0.009] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,213.5554872000,-43.0872088300,Point Source,,,0.0004125653,typical
213.575 -42.679_[0.01816281 0.01816281] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,213.5754204000,-42.6794703600,Bent,,,0.0005628124,typical
213.837 -42.249_[0.02626388 0.02626388] deg_(J1410.4-4246.Fix.1pln-forPyBDSF.FITS).fits.png,213.8374493000,-42.2491193300,FR II,,,0.0003533437,typical
214.479 -54.086_[0.02166716 0.02166716] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,214.4794084000,-54.0864412700,FR II,,,0.0005021002,typical
214.639 -54.692_[0.009 0.009] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,214.6392424000,-54.6923846800,FR I,,,0.0004093985,typical
214.834 -53.812_[0.009 0.009] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,214.8339930000,-53.8122877200,Point Source,,,0.0002877509,typical
214.912 -55.012_[0.01087893 0.01087893] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,214.9121455000,-55.0116208400,FR I,,,0.0003882305,typical
215.185 -54.035_[0.009 0.009] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.1853685000,-54.0350469500,Bent,,,0.0002214518,typical
215.199 -54.702_[0.01693971 0.01693971] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.1989761000,-54.7021068400,Bent,,,0.0001077278,typical
215.468 -54.647_[0.009 0.009] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.4683590000,-54.6467344800,Bent,,,0.0003371184,typical
215.499 -54.386_[0.02004743 0.02004743] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.4991731000,-54.3861529500,FR II,,,0.0001831777,typical
215.740 -54.170_[0.01165871 0.01165871] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.7396390000,-54.1702130800,Bent,,,0.0003000987,typical
215.802 -54.514_[0.0191682 0.0191682] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.8023412000,-54.5137488400,Bent,,,0.0003198633,typical
215.862 -54.630_[0.009 0.009] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.8619357000,-54.6304790000,Point Source,,,0.0004804440,typical
215.863 -53.413_[0.06190779 0.06190779] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.8631464000,-53.4134390700,FR II,,,0.0004476575,typical
215.910 -54.382_[0.01103119 0.01103119] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.9097902000,-54.3816962600,Bent,,,0.0003273930,typical
215.989 -54.379_[0.00921724 0.00921724] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,215.9887016000,-54.3791504700,FR II,,,0.0002298824,typical
216.070 -54.713_[0.0124669 0.0124669] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.0701573000,-54.7131765100,Bent,,,0.0001985239,typical
216.088 -53.442_[0.01157782 0.01157782] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.0880441000,-53.4424643000,FR II,,,0.0004650426,typical
216.116 -54.271_[0.01016227 0.01016227] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.1155061000,-54.2714726400,FR II,,,0.0005536878,typical
216.205 -53.902_[0.01554999 0.01554999] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.2046778000,-53.9024089200,Bent,,,0.0004508329,typical
216.317 -54.751_[0.04406274 0.04406274] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.0701573000,-54.7131765100,Bent,,,0.1474603717,typical
216.356 -53.811_[0.009 0.009] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.3561986000,-53.8113758100,FR I,,,0.0003936795,typical
216.456 -53.408_[0.01565355 0.01565355] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.4557256000,-53.4084132400,FR II,,,0.0004444349,typical
216.470 -54.631_[0.01919162 0.01919162] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.4699336000,-54.6313864600,FR II,,,0.0003883666,typical
216.581 -54.192_[0.02632748 0.02632748] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.5811508000,-54.1921713100,FR II,,,0.0001926939,typical
216.687 -54.001_[0.02306344 0.02306344] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.6866966000,-54.0014014700,FR I,,,0.0004392945,typical
216.850 -53.998_[0.01563694 0.01563694] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.6866966000,-54.0014014700,FR I,,,0.0960482479,typical
216.856 -55.084_[0.01243332 0.01243332] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.8558758000,-55.0836921400,FR I,,,0.0003159609,typical
216.992 -54.068_[0.01039693 0.01039693] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,217.0043813000,-53.8862492000,Point Source,,,0.1818966022,typical
216.998 -53.752_[0.01415859 0.01415859] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,216.9980033000,-53.7516113000,FR II,,,0.0003887043,typical
217.004 -53.886_[0.009 0.009] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,217.0043813000,-53.8862492000,Point Source,,,0.0003355689,typical
217.114 -54.567_[0.02056235 0.02056235] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,217.1140720000,-54.5674699900,FR I,,,0.0004718403,typical
217.173 -54.507_[0.01378752 0.01378752] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,217.1728086000,-54.5067091900,FR II,,,0.0003113196,typical
217.457 -54.242_[0.00932283 0.00932283] deg_(J1423.7-5412.Fix.1pln-forPyBDSF.FITS).fits.png,217.4567801000,-54.2421054000,FR I,,,0.0001661988,typical
22.022 -0.800_[0.03103128 0.03103128] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,22.0217012000,-0.8000456130,FR II,,,0.0003022335,typical
22.105 -0.971_[0.01234201 0.01234201] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,22.1054482100,-0.9711285050,Bent,,,0.0004662058,typical
22.136 -13.891_[0.01670321 0.01670321] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.1356118900,-13.8905659800,FR II,,,0.0005747362,typical
22.179 -0.871_[0.01744111 0.01744111] deg_(Abell_194.1pln-forPyBDSF.FITS).fits.png,22.1791234300,-0.8712136060,FR II,,,0.0002466963,typical
22.251 -13.659_[0.0361531 0.0361531] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.2505594700,-13.6594817500,Bent,,,0.0006444594,typical
22.431 -12.998_[0.01499687 0.01499687] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.4309776300,-12.9975509800,FR I,,,0.0004495489,typical
22.448 -13.287_[0.03740424 0.03740424] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.4481199600,-13.2867992000,typical,,,0.0002322735,typical
22.479 -14.273_[0.01713707 0.01713707] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.4791513400,-14.2728225800,FR I,,,0.0002301945,typical
22.499 -14.075_[0.01563829 0.01563829] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.4990709500,-14.0747213300,FR II,,,0.0002870432,typical
22.501 -13.475_[0.02433426 0.02433426] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.5005795300,-13.4746120600,FR II,,,0.0005636432,typical
22.636 -13.897_[0.01173604 0.01173604] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.6359686100,-13.8973022300,FR I,,,0.0003037623,typical
22.653 -13.559_[0.01652593 0.01652593] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.6529907600,-13.5585195600,FR II,,,0.0004805237,typical
22.739 -13.024_[0.0122764 0.0122764] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.7386947700,-13.0238563900,FR II,,,0.0003302383,typical
22.770 -13.026_[0.04400482 0.04400482] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.7700904300,-13.0263002400,FR II,,,0.0003129008,typical
22.917 -13.465_[0.01782607 0.01782607] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9170774500,-13.4652000100,FR II,,,0.0002137216,typical
22.942 -13.580_[0.01495698 0.01495698] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9420960700,-13.5797444100,FR II,,,0.0002721168,typical
22.948 -13.921_[0.01280835 0.01280835] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9482618800,-13.9207072200,Bent,,,0.0003877261,typical
22.968 -12.841_[0.01405675 0.01405675] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9683491000,-12.8412426600,FR II,,,0.0004180135,typical
22.970 -13.617_[0.02164569 0.02164569] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9700932400,-13.6171900900,Bent,,,0.0002105846,typical
22.971 -13.778_[0.01144532 0.01144532] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9705784200,-13.7782353100,FR II,,,0.0004722487,typical
22.982 -13.600_[0.009 0.009] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9815846800,-13.6003562700,Bent,,,0.0005384070,typical
22.986 -13.588_[0.04228066 0.04228066] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9860137200,-13.5875570000,Bent,,,0.0004431998,typical
22.989 -13.745_[0.02525021 0.02525021] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,22.9892476900,-13.7451219200,Bent,,,0.0002697236,typical
226.814 -83.379_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,226.8140296000,-83.3792273000,Point Source,,,0.0002273268,typical
228.312 -46.592_[0.009 0.009] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,228.3115273000,-46.5916789900,FR I,,,0.0004566899,typical
228.650 -45.978_[0.00976468 0.00976468] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,228.6496957000,-45.9777367700,FR I,,,0.0003376532,typical
228.753 -46.499_[0.01133481 0.01133481] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,228.7530892000,-46.4993433600,FR I,,,0.0003488081,typical
228.777 -46.267_[0.00931793 0.00931793] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,228.7771956000,-46.2674417500,FR II,,,0.0004619815,typical
228.826 -84.115_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,228.8263941000,-84.1151406900,FR I,,,0.0001463792,typical
228.927 -46.797_[0.01475335 0.01475335] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,228.9272556000,-46.7974448500,FR II,,,0.0004780263,typical
229.143 -46.531_[0.0099935 0.0099935] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.1433091000,-46.5308616000,FR I,,,0.0002537231,typical
229.189 -46.256_[0.01245021 0.01245021] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.1887869000,-46.2562460100,FR I,,,0.0002867599,typical
229.195 -46.673_[0.05034011 0.05034011] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.1946305000,-46.6729073600,Bent,,,0.0002699302,typical
229.209 -45.650_[0.009 0.009] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.2091483000,-45.6496223400,Point Source,,,0.0003916300,typical
229.290 -46.882_[0.01400025 0.01400025] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.2899697000,-46.8816845500,FR II,,,0.0003161281,typical
229.298 -46.663_[0.009 0.009] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.2982787000,-46.6633779300,Point Source,,,0.0004235733,typical
229.371 -47.162_[0.009 0.009] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.3707843000,-47.1617645700,Point Source,,,0.0002773753,typical
229.403 -83.242_[0.02200039 0.02200039] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,229.4029954000,-83.2418076400,Bent,,,0.0001923626,typical
229.622 -46.705_[0.009 0.009] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.6223176000,-46.7045601200,FR I,,,0.0004908463,typical
229.625 -46.887_[0.01941669 0.01941669] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.6254301000,-46.8865137300,Bent,,,0.0005682112,typical
229.696 -46.098_[0.01454893 0.01454893] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.6956645000,-46.0977090700,FR I,Bent,,0.0003725115,typical
229.760 -46.998_[0.009 0.009] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.7598298000,-46.9976562700,Point Source,,,0.0003628026,typical
229.779 -83.592_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,229.7786616000,-83.5923640100,Point Source,,,0.0003659633,typical
229.929 -47.536_[0.01136999 0.01136999] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.9294192000,-47.5364356800,Bent,,,0.0005195316,typical
229.947 -45.849_[0.00986036 0.00986036] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.9473695000,-45.8488854100,FR II,,,0.0002817324,typical
229.960 -47.248_[0.02963403 0.02963403] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,229.9599933000,-47.2475154600,FR II,,,0.0004845622,typical
23.036 -13.323_[0.03873422 0.03873422] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.0358906200,-13.3234480900,FR II,,,0.0004605569,typical
23.160 -14.424_[0.01783812 0.01783812] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.1604933100,-14.4242223600,FR II,,,0.0005269713,typical
23.166 -13.182_[0.01969656 0.01969656] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.1660528600,-13.1819888900,FR I,,,0.0000526578,typical
23.190 -13.351_[0.04621177 0.04621177] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.1898372000,-13.3511654800,FR II,,,0.0002290724,typical
23.282 -14.071_[0.01773335 0.01773335] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.2817834500,-14.0709935200,FR II,,,0.0002101532,typical
23.370 -13.579_[0.0278547 0.0278547] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.3704385200,-13.5794299600,Bent,,,0.0006054453,typical
23.463 -13.604_[0.01577546 0.01577546] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.4632078200,-13.6042858400,Bent,,,0.0003500055,typical
23.496 -12.952_[0.02058785 0.02058785] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.4963157900,-12.9523487300,FR II,,,0.0004651084,typical
23.510 -13.989_[0.01220072 0.01220072] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.5098373400,-13.9892080800,Bent,,,0.0002611696,typical
23.530 -13.818_[0.02300837 0.02300837] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.5295675200,-13.8184454400,Bent,,,0.0006121980,typical
23.534 -13.572_[0.01339907 0.01339907] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.5340875000,-13.5722139400,Bent,,,0.0002302278,typical
23.624 -13.079_[0.01558178 0.01558178] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.6238065300,-13.0787176900,FR II,,,0.0003394295,typical
23.668 -13.150_[0.03061702 0.03061702] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.6683702800,-13.1503190600,FR II,,,0.0004814663,typical
23.689 -13.700_[0.01093714 0.01093714] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.6893432300,-13.7003576200,FR II,,,0.0004889686,typical
23.710 -13.824_[0.015853 0.015853] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.7103164000,-13.8238356100,FR I,,,0.0003484505,typical
23.757 -13.723_[0.01590785 0.01590785] deg_(Abell_209_1pln-forPyBDSF.FITS).fits.png,23.7569028800,-13.7231624500,FR II,,,0.0001878612,typical
230.128 -46.630_[0.01775595 0.01775595] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.1283816000,-46.6301546200,Bent,,,0.0003042622,typical
230.141 -83.504_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,230.1409037000,-83.5035122200,FR I,Bent,,0.0004879023,typical
230.352 -47.281_[0.009806 0.009806] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.3516796000,-47.2814885400,FR I,,,0.0005347118,typical
230.373 -46.865_[0.0169358 0.0169358] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.3734263000,-46.8652958200,Bent,,,0.0004152869,typical
230.441 -83.813_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,230.4411160000,-83.8132087400,Point Source,,,0.0002091136,typical
230.470 -83.666_[0.01454173 0.01454173] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,230.4701066000,-83.6657000500,Bent,,,0.0003001788,typical
230.686 -46.942_[0.0149426 0.0149426] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.6860083000,-46.9418806400,FR II,,,0.0001194978,typical
230.690 -46.375_[0.0095532 0.0095532] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.6895595000,-46.3749394400,Bent,,,0.0003098928,typical
230.700 -46.235_[0.0094401 0.0094401] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.6895595000,-46.3749394400,Bent,,,0.1401251832,typical
230.873 -46.705_[0.01486535 0.01486535] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.8733063000,-46.7050660200,FR II,,,0.0002201776,typical
230.879 -46.534_[0.02062006 0.02062006] deg_(J1518.3-4632.1pln-forPyBDSF.FITS).fits.png,230.8793651000,-46.5342011800,FR I,,,0.0003218002,typical
231.169 -83.960_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,231.1688559000,-83.9603207800,Bent,,,0.0003211369,typical
231.561 -83.526_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,231.5611183000,-83.5260034700,Point Source,,,0.0000137931,typical
231.949 -84.057_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,231.9489867000,-84.0566576100,Point Source,,,0.0003423930,typical
232.531 -83.809_[0.0113198 0.0113198] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,232.5305958000,-83.8092230500,FR I,,,0.0002272690,typical
232.557 -47.964_[0.04067898 0.04067898] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,232.5568245000,-47.9636048200,FR II,,,0.0004122816,typical
232.599 -47.583_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,232.5988583000,-47.5827656100,Point Source,,,0.0002531291,typical
232.805 -46.555_[0.01101116 0.01101116] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,232.8047232000,-46.5553457100,FR I,,,0.0003946467,typical
232.861 -83.591_[0.01692721 0.01692721] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,232.8606711000,-83.5914212000,Bent,,,0.0004227964,typical
233.096 -46.693_[0.02235314 0.02235314] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.0960265000,-46.6930629000,FR I,,,0.0000654739,typical
233.336 -83.222_[0.02026144 0.02026144] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,233.3362427000,-83.2223010400,FR II,,,0.0003023998,typical
233.453 -47.806_[0.01649971 0.01649971] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.8077774000,-47.4186278600,FR I,Bent,,0.4552568609,typical
233.459 -47.350_[0.01431555 0.01431555] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.8077774000,-47.4186278600,FR I,Bent,,0.2459190120,typical
233.502 -46.020_[0.00906786 0.00906786] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.5019466000,-46.0197225500,FR I,,,0.0002799180,typical
233.528 -47.041_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.5284606000,-47.0410068500,Point Source,,,0.0003139613,typical
233.607 -46.973_[0.0129719 0.0129719] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.6065222000,-46.9727345500,FR II,,,0.0004204226,typical
233.724 -46.582_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.7241606000,-46.5819313800,FR II,,,0.0001299728,typical
233.769 -46.540_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.7689623000,-46.5395163500,FR II,,,0.0004843448,typical
233.808 -47.419_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.8077774000,-47.4186278600,FR I,Bent,,0.0004014643,typical
233.827 -46.637_[0.01827596 0.01827596] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,233.8270039000,-46.6372153900,Bent,,,0.0002154083,typical
234.088 -83.768_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,234.0880416000,-83.7675596300,Point Source,,,0.0004403925,typical
234.163 -46.248_[0.04004274 0.04004274] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.1628547000,-46.2479253700,typical,,,0.0001251645,typical
234.261 -46.591_[0.01291882 0.01291882] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.5340658000,-46.6384759300,Point Source,,,0.1934840364,typical
234.298 -46.036_[0.0261335 0.0261335] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.2979147000,-46.0357669500,FR I,,,0.0002404552,typical
234.330 -46.894_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.3301677000,-46.8941661000,Point Source,,,0.0002017978,typical
234.479 -83.872_[0.01441254 0.01441254] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,234.4792225000,-83.8723958800,FR II,,,0.0003965914,typical
234.523 -47.569_[0.01493721 0.01493721] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.5229306000,-47.5685773400,FR II,,,0.0004252461,typical
234.534 -46.638_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.5340658000,-46.6384759300,Point Source,,,0.0004780698,typical
234.542 -83.880_[0.01029202 0.01029202] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,234.5422766000,-83.8795563800,Bent,,,0.0004445989,typical
234.582 -46.868_[0.01032316 0.01032316] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.5817325000,-46.8680489700,FR I,,,0.0001893261,typical
234.712 -83.700_[0.009 0.009] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,234.7121038000,-83.7001116800,Bent,,,0.0001122574,typical
234.755 -47.051_[0.01169394 0.01169394] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.7551121000,-47.0514765900,FR I,,,0.0004826714,typical
234.765 -47.476_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.7654186000,-47.4759207300,FR II,,,0.0002938259,typical
234.837 -46.612_[0.00977194 0.00977194] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.8372710000,-46.6123850100,FR II,,,0.0004276545,typical
234.853 -47.057_[0.009 0.009] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.8525644000,-47.0566325200,Point Source,,,0.0004723444,typical
234.913 -46.721_[0.02220682 0.02220682] deg_(J1535.1-4658.Fix.1pln-forPyBDSF.FITS).fits.png,234.9134415000,-46.7207979900,FR II,,,0.0003638919,typical
234.959 -83.015_[0.01016388 0.01016388] deg_(J1539.5-8335.Fix.1pln-forPyBDSF.FITS).fits.png,234.9594600000,-83.0149528700,FR I,,,0.0000731460,typical
